Order_id,Item_id,Product_id,Quantity,List_price,Discount,discount1,dis_amount,Total_price,Product_name
29,5,14,2,270,5%,0.05,27,513,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
30,1,26,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
30,2,17,1,429,7%,0.07,30.03,398.97,Pure Cycles Vine 8-Speed - 2016
30,3,19,1,449,10%,0.1,44.9,404.1,Pure Cycles William 3-Speed - 2016
30,4,4,1,2900,10%,0.1,290,2610,Trek Fuel EX 8 29 - 2016
30,5,7,2,4000,10%,0.1,800,7200,Trek Slash 8 27.5 - 2016
31,1,11,2,1681,5%,0.05,168.1,3193.9,Surly Straggler 650b - 2016
31,2,9,2,3000,20%,0.2,1200,4800,Trek Conduit+ - 2016
32,1,8,2,1800,7%,0.07,252,3348,Trek Remedy 29 Carbon Frameset - 2016
32,2,12,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
32,3,25,2,500,10%,0.1,100,900,Electra Townie Original 7D - 2015/2016
33,1,23,2,300,7%,0.07,42,558,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
33,2,7,1,4000,10%,0.1,400,3600,Trek Slash 8 27.5 - 2016
34,1,8,2,1800,7%,0.07,252,3348,Trek Remedy 29 Carbon Frameset - 2016
34,2,10,2,1549,10%,0.1,309.8,2788.2,Surly Straggler - 2016
34,3,17,2,429,20%,0.2,171.6,686.4,Pure Cycles Vine 8-Speed - 2016
35,1,18,1,449,5%,0.05,22.45,426.55,Pure Cycles Western 3-Speed - Women's - 2015/2016
35,2,20,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - Women's - 2016
35,3,5,1,1321,20%,0.2,264.2,1056.8,Heller Shagamaw Frame - 2016
35,4,21,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
35,5,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
36,1,9,1,3000,7%,0.07,210,2790,Trek Conduit+ - 2016
36,2,5,1,1321,5%,0.05,66.05,1254.95,Heller Shagamaw Frame - 2016
36,3,3,2,1000,20%,0.2,400,1600,Surly Wednesday Frameset - 2016
37,1,16,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
38,1,7,2,4000,5%,0.05,400,7600,Trek Slash 8 27.5 - 2016
38,2,23,1,300,7%,0.07,21,279,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
38,3,25,1,500,20%,0.2,100,400,Electra Townie Original 7D - 2015/2016
38,4,10,2,1549,10%,0.1,309.8,2788.2,Surly Straggler - 2016
38,5,24,1,550,7%,0.07,38.5,511.5,Electra Townie Original 21D - 2016
39,1,22,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
39,2,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
39,3,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
39,4,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
40,1,17,1,429,20%,0.2,85.8,343.2,Pure Cycles Vine 8-Speed - 2016
40,2,8,2,1800,20%,0.2,720,2880,Trek Remedy 29 Carbon Frameset - 2016
41,1,5,1,1321,10%,0.1,132.1,1188.9,Heller Shagamaw Frame - 2016
41,2,19,2,449,20%,0.2,179.6,718.4,Pure Cycles William 3-Speed - 2016
41,3,26,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
42,1,19,1,449,5%,0.05,22.45,426.55,Pure Cycles William 3-Speed - 2016
43,1,13,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
43,2,12,2,550,5%,0.05,55,1045,Electra Townie Original 21D - 2016
44,1,7,1,4000,10%,0.1,400,3600,Trek Slash 8 27.5 - 2016
44,2,16,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
45,1,4,2,2900,20%,0.2,1160,4640,Trek Fuel EX 8 29 - 2016
45,2,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
45,3,21,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
46,1,17,1,429,10%,0.1,42.9,386.1,Pure Cycles Vine 8-Speed - 2016
47,1,6,1,470,5%,0.05,23.5,446.5,Surly Ice Cream Truck Frameset - 2016
47,2,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
47,3,25,2,500,7%,0.07,70,930,Electra Townie Original 7D - 2015/2016
47,4,13,1,270,20%,0.2,54,216,Electra Cruiser 1 (24-Inch) - 2016
48,1,11,1,1681,10%,0.1,168.1,1512.9,Surly Straggler 650b - 2016
48,2,4,1,2900,20%,0.2,580,2320,Trek Fuel EX 8 29 - 2016
48,3,5,2,1321,10%,0.1,264.2,2377.8,Heller Shagamaw Frame - 2016
48,4,14,2,270,7%,0.07,37.8,502.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
49,1,13,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
50,1,3,1,1000,5%,0.05,50,950,Surly Wednesday Frameset - 2016
50,2,26,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - 2016
50,3,13,2,270,20%,0.2,108,432,Electra Cruiser 1 (24-Inch) - 2016
51,1,13,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
51,2,20,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - Women's - 2016
51,3,26,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
52,1,25,1,500,7%,0.07,35,465,Electra Townie Original 7D - 2015/2016
53,1,8,2,1800,20%,0.2,720,2880,Trek Remedy 29 Carbon Frameset - 2016
53,2,23,2,300,5%,0.05,30,570,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
53,3,14,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
53,4,25,2,500,10%,0.1,100,900,Electra Townie Original 7D - 2015/2016
54,1,26,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
54,2,3,1,1000,20%,0.2,200,800,Surly Wednesday Frameset - 2016
55,1,21,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
55,2,25,2,500,20%,0.2,200,800,Electra Townie Original 7D - 2015/2016
55,3,15,2,530,20%,0.2,212,848,Electra Moto 1 - 2016
56,1,20,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - Women's - 2016
57,1,23,2,300,10%,0.1,60,540,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
57,2,19,2,449,20%,0.2,179.6,718.4,Pure Cycles William 3-Speed - 2016
57,3,13,1,270,7%,0.07,18.9,251.1,Electra Cruiser 1 (24-Inch) - 2016
58,1,14,2,270,5%,0.05,27,513,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
58,2,18,1,449,7%,0.07,31.43,417.57,Pure Cycles Western 3-Speed - Women's - 2015/2016
58,3,23,1,300,10%,0.1,30,270,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
59,1,21,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
59,2,2,1,750,10%,0.1,75,675,Ritchey Timberwolf Frameset - 2016
59,3,17,2,429,10%,0.1,85.8,772.2,Pure Cycles Vine 8-Speed - 2016
60,1,14,2,270,5%,0.05,27,513,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
60,2,4,1,2900,10%,0.1,290,2610,Trek Fuel EX 8 29 - 2016
60,3,15,1,530,7%,0.07,37.1,492.9,Electra Moto 1 - 2016
60,4,22,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
61,1,25,1,500,10%,0.1,50,450,Electra Townie Original 7D - 2015/2016
61,2,15,2,530,5%,0.05,53,1007,Electra Moto 1 - 2016
61,3,5,2,1321,20%,0.2,528.4,2113.6,Heller Shagamaw Frame - 2016
62,1,14,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
62,2,8,2,1800,10%,0.1,360,3240,Trek Remedy 29 Carbon Frameset - 2016
62,3,22,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
63,1,25,2,500,10%,0.1,100,900,Electra Townie Original 7D - 2015/2016
63,2,19,2,449,5%,0.05,44.9,853.1,Pure Cycles William 3-Speed - 2016
63,3,3,1,1000,10%,0.1,100,900,Surly Wednesday Frameset - 2016
64,1,25,2,500,10%,0.1,100,900,Electra Townie Original 7D - 2015/2016
64,2,22,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
64,3,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
64,4,24,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
65,1,12,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
66,1,2,1,750,20%,0.2,150,600,Ritchey Timberwolf Frameset - 2016
66,2,23,1,300,7%,0.07,21,279,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
66,3,12,1,550,7%,0.07,38.5,511.5,Electra Townie Original 21D - 2016
67,1,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
67,2,12,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
67,3,21,1,270,20%,0.2,54,216,Electra Cruiser 1 (24-Inch) - 2016
67,4,5,2,1321,10%,0.1,264.2,2377.8,Heller Shagamaw Frame - 2016
67,5,19,1,449,20%,0.2,89.8,359.2,Pure Cycles William 3-Speed - 2016
68,1,13,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
68,2,17,1,429,10%,0.1,42.9,386.1,Pure Cycles Vine 8-Speed - 2016
69,1,22,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
69,2,5,1,1321,20%,0.2,264.2,1056.8,Heller Shagamaw Frame - 2016
69,3,10,1,1549,5%,0.05,77.45,1471.55,Surly Straggler - 2016
70,1,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
70,2,18,1,449,20%,0.2,89.8,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
70,3,20,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - Women's - 2016
71,1,26,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
71,2,24,1,550,20%,0.2,110,440,Electra Townie Original 21D - 2016
71,3,18,1,449,10%,0.1,44.9,404.1,Pure Cycles Western 3-Speed - Women's - 2015/2016
72,1,17,2,429,7%,0.07,60.06,797.94,Pure Cycles Vine 8-Speed - 2016
72,2,12,1,550,5%,0.05,27.5,522.5,Electra Townie Original 21D - 2016
72,3,13,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
73,1,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
73,2,26,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
73,3,3,2,1000,7%,0.07,140,1860,Surly Wednesday Frameset - 2016
73,4,25,1,500,7%,0.07,35,465,Electra Townie Original 7D - 2015/2016
73,5,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
74,1,16,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
74,2,6,1,470,7%,0.07,32.9,437.1,Surly Ice Cream Truck Frameset - 2016
75,1,3,1,1000,10%,0.1,100,900,Surly Wednesday Frameset - 2016
75,2,7,2,4000,7%,0.07,560,7440,Trek Slash 8 27.5 - 2016
75,3,15,1,530,20%,0.2,106,424,Electra Moto 1 - 2016
76,1,12,1,550,5%,0.05,27.5,522.5,Electra Townie Original 21D - 2016
76,2,11,2,1681,10%,0.1,336.2,3025.8,Surly Straggler 650b - 2016
76,3,5,1,1321,7%,0.07,92.47,1228.53,Heller Shagamaw Frame - 2016
77,1,20,1,600,7%,0.07,42,558,Electra Townie Original 7D EQ - Women's - 2016
77,2,24,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
77,3,26,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - 2016
77,4,25,1,500,20%,0.2,100,400,Electra Townie Original 7D - 2015/2016
78,1,17,1,429,7%,0.07,30.03,398.97,Pure Cycles Vine 8-Speed - 2016
78,2,19,1,449,20%,0.2,89.8,359.2,Pure Cycles William 3-Speed - 2016
78,3,18,2,449,10%,0.1,89.8,808.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
78,4,14,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
79,1,9,2,3000,10%,0.1,600,5400,Trek Conduit+ - 2016
79,2,17,2,429,5%,0.05,42.9,815.1,Pure Cycles Vine 8-Speed - 2016
79,3,6,1,470,10%,0.1,47,423,Surly Ice Cream Truck Frameset - 2016
79,4,25,2,500,7%,0.07,70,930,Electra Townie Original 7D - 2015/2016
80,1,26,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - 2016
80,2,24,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
80,3,17,1,429,20%,0.2,85.8,343.2,Pure Cycles Vine 8-Speed - 2016
81,1,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
81,2,23,2,300,5%,0.05,30,570,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
81,3,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
82,1,25,2,500,10%,0.1,100,900,Electra Townie Original 7D - 2015/2016
82,2,11,2,1681,20%,0.2,672.4,2689.6,Surly Straggler 650b - 2016
83,1,20,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - Women's - 2016
83,2,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
84,1,23,2,300,7%,0.07,42,558,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
84,2,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
85,1,4,2,2900,5%,0.05,290,5510,Trek Fuel EX 8 29 - 2016
85,2,18,1,449,7%,0.07,31.43,417.57,Pure Cycles Western 3-Speed - Women's - 2015/2016
86,1,9,2,3000,10%,0.1,600,5400,Trek Conduit+ - 2016
86,2,23,2,300,7%,0.07,42,558,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
86,3,21,2,270,20%,0.2,108,432,Electra Cruiser 1 (24-Inch) - 2016
86,4,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
87,1,20,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - Women's - 2016
87,2,23,2,300,10%,0.1,60,540,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
88,1,10,1,1549,7%,0.07,108.43,1440.57,Surly Straggler - 2016
88,2,8,2,1800,10%,0.1,360,3240,Trek Remedy 29 Carbon Frameset - 2016
88,3,7,1,4000,10%,0.1,400,3600,Trek Slash 8 27.5 - 2016
89,1,5,1,1321,5%,0.05,66.05,1254.95,Heller Shagamaw Frame - 2016
89,2,6,2,470,10%,0.1,94,846,Surly Ice Cream Truck Frameset - 2016
90,1,3,1,1000,10%,0.1,100,900,Surly Wednesday Frameset - 2016
90,2,6,1,470,7%,0.07,32.9,437.1,Surly Ice Cream Truck Frameset - 2016
91,1,11,1,1681,10%,0.1,168.1,1512.9,Surly Straggler 650b - 2016
91,2,25,1,500,5%,0.05,25,475,Electra Townie Original 7D - 2015/2016
91,3,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
91,4,13,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
92,1,8,1,1800,10%,0.1,180,1620,Trek Remedy 29 Carbon Frameset - 2016
93,1,22,2,270,7%,0.07,37.8,502.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
93,2,17,1,429,5%,0.05,21.45,407.55,Pure Cycles Vine 8-Speed - 2016
93,3,21,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
93,4,2,1,750,20%,0.2,150,600,Ritchey Timberwolf Frameset - 2016
93,5,10,2,1549,7%,0.07,216.86,2881.14,Surly Straggler - 2016
94,1,12,1,550,5%,0.05,27.5,522.5,Electra Townie Original 21D - 2016
94,2,4,1,2900,20%,0.2,580,2320,Trek Fuel EX 8 29 - 2016
94,3,11,1,1681,20%,0.2,336.2,1344.8,Surly Straggler 650b - 2016
94,4,21,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
95,1,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
95,2,19,1,449,10%,0.1,44.9,404.1,Pure Cycles William 3-Speed - 2016
95,3,8,2,1800,20%,0.2,720,2880,Trek Remedy 29 Carbon Frameset - 2016
95,4,20,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - Women's - 2016
96,1,26,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - 2016
96,2,23,1,300,5%,0.05,15,285,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
97,1,20,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - Women's - 2016
97,2,2,1,750,7%,0.07,52.5,697.5,Ritchey Timberwolf Frameset - 2016
97,3,6,2,470,20%,0.2,188,752,Surly Ice Cream Truck Frameset - 2016
97,4,19,1,449,10%,0.1,44.9,404.1,Pure Cycles William 3-Speed - 2016
98,1,19,1,449,7%,0.07,31.43,417.57,Pure Cycles William 3-Speed - 2016
98,2,21,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
98,3,2,1,750,20%,0.2,150,600,Ritchey Timberwolf Frameset - 2016
98,4,22,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
99,1,13,1,270,20%,0.2,54,216,Electra Cruiser 1 (24-Inch) - 2016
99,2,21,1,270,20%,0.2,54,216,Electra Cruiser 1 (24-Inch) - 2016
99,3,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
99,4,7,2,4000,7%,0.07,560,7440,Trek Slash 8 27.5 - 2016
99,5,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
100,1,12,2,550,5%,0.05,55,1045,Electra Townie Original 21D - 2016
100,2,11,2,1681,10%,0.1,336.2,3025.8,Surly Straggler 650b - 2016
100,3,7,2,4000,20%,0.2,1600,6400,Trek Slash 8 27.5 - 2016
100,4,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
100,5,24,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
101,1,12,2,550,20%,0.2,220,880,Electra Townie Original 21D - 2016
102,1,15,1,530,5%,0.05,26.5,503.5,Electra Moto 1 - 2016
102,2,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
103,1,17,1,429,7%,0.07,30.03,398.97,Pure Cycles Vine 8-Speed - 2016
103,2,3,1,1000,5%,0.05,50,950,Surly Wednesday Frameset - 2016
103,3,18,1,449,20%,0.2,89.8,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
103,4,15,2,530,10%,0.1,106,954,Electra Moto 1 - 2016
103,5,9,2,3000,10%,0.1,600,5400,Trek Conduit+ - 2016
104,1,19,2,449,10%,0.1,89.8,808.2,Pure Cycles William 3-Speed - 2016
104,2,26,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
105,1,11,2,1681,20%,0.2,672.4,2689.6,Surly Straggler 650b - 2016
105,2,3,1,1000,5%,0.05,50,950,Surly Wednesday Frameset - 2016
105,3,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
106,1,17,1,429,10%,0.1,42.9,386.1,Pure Cycles Vine 8-Speed - 2016
106,2,13,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
107,1,19,1,449,20%,0.2,89.8,359.2,Pure Cycles William 3-Speed - 2016
107,2,13,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
108,1,11,1,1681,10%,0.1,168.1,1512.9,Surly Straggler 650b - 2016
